2026-04-01 23:31:04 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2026-04-01 23:37:11 [XNIO-1 task-6] INFO  o.r.c.s.listener.UserActionListener - user doLogout, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpblR5cGUiOiJsb2dpbiIsImxvZ2luSWQiOiJzeXNfdXNlcjoxIiwicm5TdHIiOiJTajhZV1NiU3dVM0N5MENqTFBYYzRqMndJY2xpVm9SUiIsInRlbmFudElkIjoiMDAwMDAiLCJ1c2VySWQiOjF9.IOdWQf3QmajQysLlEzhOokpttyxswJbjVjtuldl01WU
2026-04-01 23:37:11 [XNIO-1 task-10] INFO  o.r.c.s.listener.UserActionListener - user doLogin, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpblR5cGUiOiJsb2dpbiIsImxvZ2luSWQiOiJzeXNfdXNlcjoxIiwicm5TdHIiOiJHcjdqbnpXNnBqaFpFTDM4SXpobnpIakxTa3Z4UmtuNCIsInRlbmFudElkIjoiMDAwMDAiLCJ1c2VySWQiOjF9.HTomx_iy-0lfl6Ny2IofeufkuyZFMe-QqiuEfDMxdQk
2026-04-01 23:37:11 [XNIO-1 task-3] INFO  o.r.c.s.listener.UserActionListener - user doLogin, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpblR5cGUiOiJsb2dpbiIsImxvZ2luSWQiOiJzeXNfdXNlcjoxIiwicm5TdHIiOiJqWkNReFZ3YjB4Tzk1bkRwSUVlbjVOOFgzZGVMYkVEcCIsInRlbmFudElkIjoiMDAwMDAiLCJ1c2VySWQiOjF9.ylB4QKFUgeIG6flgB9vYTdJLjmGCrVTTfRVaYWen6DE
2026-04-01 23:37:11 [schedule-pool-1] INFO  o.r.s.s.i.SysLogininforServiceImpl - [127.0.0.1]内网IP[admin][Success][登录成功]
2026-04-01 23:37:11 [schedule-pool-2] INFO  o.r.s.s.i.SysLogininforServiceImpl - [127.0.0.1]内网IP[admin][Success][登录成功]
2026-04-01 23:37:11 [XNIO-1 task-8] INFO  o.r.c.s.listener.UserActionListener - user doLogin, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpblR5cGUiOiJsb2dpbiIsImxvZ2luSWQiOiJzeXNfdXNlcjoxIiwicm5TdHIiOiI1UllMSTJWcmN3czZZTVFNN1FPZTVzZlpuTjJBR0tjTiIsInRlbmFudElkIjoiMDAwMDAiLCJ1c2VySWQiOjF9.nJRFaWlI8j-Z9sha9jWn5MbhCiPBVVBmNpyJfbMQCRA
2026-04-01 23:37:11 [XNIO-1 task-9] INFO  o.r.c.s.listener.UserActionListener - user doLogout, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpblR5cGUiOiJsb2dpbiIsImxvZ2luSWQiOiJzeXNfdXNlcjoxIiwicm5TdHIiOiJpR3FKOENMdW1halQ1RjV4dzBPUFM4MlgxREhDVTJKRiIsInRlbmFudElkIjoiMDAwMDAiLCJ1c2VySWQiOjF9.gzmJureIS4zQ1wqiTLPJxDPFfEWf0bD_GmzUunJ6EBI
2026-04-01 23:37:11 [XNIO-1 task-7] INFO  o.r.c.s.listener.UserActionListener - user doLogout, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpblR5cGUiOiJsb2dpbiIsImxvZ2luSWQiOiJzeXNfdXNlcjoxIiwicm5TdHIiOiJTajhZV1NiU3dVM0N5MENqTFBYYzRqMndJY2xpVm9SUiIsInRlbmFudElkIjoiMDAwMDAiLCJ1c2VySWQiOjF9.IOdWQf3QmajQysLlEzhOokpttyxswJbjVjtuldl01WU
2026-04-01 23:37:11 [schedule-pool-5] INFO  o.r.s.s.i.SysLogininforServiceImpl - [127.0.0.1]内网IP[admin][Success][登录成功]
2026-04-01 23:37:11 [XNIO-1 task-10] INFO  o.r.c.s.listener.UserActionListener - user doLogout, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpblR5cGUiOiJsb2dpbiIsImxvZ2luSWQiOiJzeXNfdXNlcjoxIiwicm5TdHIiOiJTajhZV1NiU3dVM0N5MENqTFBYYzRqMndJY2xpVm9SUiIsInRlbmFudElkIjoiMDAwMDAiLCJ1c2VySWQiOjF9.IOdWQf3QmajQysLlEzhOokpttyxswJbjVjtuldl01WU
2026-04-01 23:37:11 [XNIO-1 task-8] INFO  o.r.c.s.listener.UserActionListener - user doLogout, userId:sys_user:1, token:eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsb2dpblR5cGUiOiJsb2dpbiIsImxvZ2luSWQiOiJzeXNfdXNlcjoxIiwicm5TdHIiOiJpR3FKOENMdW1halQ1RjV4dzBPUFM4MlgxREhDVTJKRiIsInRlbmFudElkIjoiMDAwMDAiLCJ1c2VySWQiOjF9.gzmJureIS4zQ1wqiTLPJxDPFfEWf0bD_GmzUunJ6EBI
